37|PSKOV|NP|117.80|57.7850|28.4067|47.0
40|St PETERSBURG Siversky|RS|117.95|59.3583|30.0450|104.0
02|St PETERSBURG Pulkovo|PO|116.05|59.8117|30.2717|24.0
28|SOLTSY|FB|117.35|58.1483|30.3167|81.0
13|STARAYA RUSSA|00|116.60|57.9567|31.3850|16.0
25|MURMANSK Kilpyavr|VA|117.20|69.1050|32.4267|93.0
22|OLENYA|PL|117.05|68.1533|33.4883|214.0
05|SEVEROMORSK-3|JN|116.20|68.8717|33.7100|172.0
20|ARKHANGELSK|AZ|116.95|64.6017|40.7200|19.0
28|KOTLAS|BR|117.35|60.9967|46.8650|97.0
09|TVER|KU|116.40|56.8250|35.7417|143.0
32|KURSK|WA|117.55|51.7550|36.2917|209.0
12|DOROKHOVO|AL0|116.55|57.7233|36.6500|143.0
04|MOSKOW Vnukovo|OB|116.15|55.5983|37.2783|209.0
10|CHKALOVSKY|OF|116.45|55.8800|38.0500|152.0
06|RAMENSKOYE|00|116.25|55.5317|38.1850|115.0
28|LUKHOVITSY|GW|117.35|54.9083|39.0383|157.0
22|IVANOVO|AL1|117.05|56.9533|40.8983|125.0
26|NIZHNY NOVGOROD|UV|117.25|56.2600|43.7767|78.0
33|PECHORA|PM|117.60|65.1133|57.1267|60.0
19|VORKUTA|DW|116.90|67.4900|63.9883|184.0
25|TAGANROG|UF|117.20|47.1933|38.8583|19.0
35|ROSTOV-NA-DONU|RN|117.70|47.2717|39.8333|79.0
34|KHANSKAYA|01|117.65|44.6783|40.0317|207.0
01|ARMAVIR|TG|116.00|44.9700|41.1150|190.0
33|MINERALNYYE VODY|MW|117.60|44.2250|43.0933|321.0
36|VOLGOGRAD|WG|117.75|48.7800|44.3450|147.0
14|LEBYAZHYE|MA|116.65|50.2017|45.2150|116.0
30|GROZNY|00|117.45|43.3933|45.7050|172.0
27|MAKHACHKALA|SM|117.30|42.8167|47.6417|4.0
02|ASTRAKHAN|GV|116.05|46.2767|48.0033|-20.0
20|PERM|PX|116.95|57.9167|56.0333|37.0
03|YEKATERINBURG|ED|116.10|56.7383|60.8300|233.0
17|CHELYABINSK Shagol|MZ|116.80|55.2517|61.3033|251.0
37|NADYM|PZ|117.80|65.4750|72.7050|15.0
08|PENZA|RN|116.35|53.1083|45.0117|187.0
02|ULYANOVSK|LS|116.05|54.2600|48.2283|141.0
30|ULYANOVSK Vostochny|DR|117.45|54.4033|48.8150|77.0
05|SAMARA Kurumoch|FK|116.20|53.5017|50.1400|145.0
21|SAMARA Bezymyanka|NA|117.00|53.2283|50.3350|41.0
35|UFA|RG|117.70|54.5550|55.8933|137.0
23|DIKSON,O|QK|117.10|73.5167|80.4133|14.0
35|NORILSK|BF|117.70|69.3183|87.3533|175.0
31|OMSK Tsentralny|RM|117.50|54.9600|73.2983|95.0
07|OMSK Severny|LD|116.30|54.9767|73.5600|98.0
24|NOVOSIBIRSK|KT|117.15|55.0150|82.6683|111.0
38|KOLPASHEVO|FB|117.85|58.3283|82.9267|74.0
27|NOVOSIBIRSK Yeltsovka|KP|117.30|55.1033|83.0183|188.0
39|BARNAUL|00|117.90|53.3733|83.5783|255.0
14|KEMEROVO|NC|116.65|55.2717|86.1200|263.0
35|NOVOKUZNETSK|UF|117.70|53.8150|86.8750|312.0
06|BELAYA|GW|116.25|52.9167|103.5783|458.0
38|BODAYBO|IA|117.85|57.8733|114.2283|245.0
23|MOGOCHA|KU|117.10|53.7233|119.7583|632.0
03|MIRNY|SG|116.10|62.5500|114.0900|352.0
02|OLEKMINSK|ON|116.05|60.4133|120.4433|232.0
18|NERYUNGRI|RQ|116.85|56.9100|124.8817|857.0
23|TIKSI|KF|117.10|71.6950|128.9150|8.0
13|YAKUTSK|UD|116.60|62.0900|129.7817|99.0
02|CHOKURDAKH|QG|116.05|70.6283|147.9067|46.0
14|CHERSKY|CE|116.65|68.7533|161.3433|6.0
05|MAGDAGACHI|GU|116.20|53.4700|125.8117|369.0
30|ZAVITINSK|GT|117.45|50.1900|129.5000|276.0
07|VOZDVIZHENKA|ZL|116.30|43.9117|131.9200|42.0
26|VLADIVOSTOK|JL|117.25|43.4033|132.1533|14.0
15|KHABAROVSK|BD|116.70|48.5300|135.1967|74.0
26|KOMSOMOLSK N A Hurba|UL|117.25|50.4100|136.9383|28.0
18|KOMSOMOLSK N A Dzemgi|UI|116.85|50.6133|137.0850|27.0
34|SOVETSKAYA GAVAN|RO|117.65|49.2367|140.1767|201.0
13|YUZHNO-SAKHALINSK|SL|116.60|46.8850|142.7100|18.0
23|OKHA|TQ|117.10|53.5150|142.8883|36.0
13|UST-BOLSHERETSK|UB|116.60|52.8217|156.2783|30.0
33|PEVEK|BM|117.60|69.7933|170.5817|3.0
24|ANADYR|UX|117.15|64.7350|177.7317|59.0
04|KALININGRAD|KR|116.15|54.8917|20.5850|13.0
39|MINSK|WN|117.90|53.7667|27.5783|177.0
11|STRY|BP1|116.50|49.2467|23.7867|312.0
23|LVOV|LO|117.10|49.8133|23.9483|326.0
20|IVANO-FRANKOVSK|IF|116.95|48.8867|24.6850|280.0
28|ZHITOMIR|DO|117.35|50.1567|28.7383|232.0
39|LIMANSKOYE|KE|117.90|46.6650|30.0167|54.0
36|UZIN|LV|117.75|49.7917|30.4383|166.0
40|KIYEV|KB|117.95|50.3367|30.8783|130.0
15|KHERSON|HE|116.70|46.6667|32.5050|43.0
19|SEVASTOPOL|BP0|116.90|44.6883|33.5700|105.0
18|SIMFEROPOL|SI|116.85|45.0200|33.9850|195.0
14|DZHANKOY|DN0|116.65|45.6967|34.4100|8.0
11|ZAPOROZHYE|ZP|116.50|47.8633|35.3050|114.0
29|KHARKOV|HR|117.40|49.9283|36.2983|155.0
16|DONETSK|DN1|116.75|48.0767|37.7450|241.0
30|LUGANSK|LU|117.45|48.4133|39.3900|194.0
13|KOSTANAY|KT|116.60|53.2067|63.5417|181.0
29|ZHEZKAZGAN|GN|117.40|47.7000|67.7300|381.0
18|SHYMKENT|EN|116.85|42.3617|69.4750|422.0
39|TARAZ|MB|117.90|42.8667|71.2850|666.0
35|OSH|OU|117.70|40.6083|72.7983|892.0
23|PAVLODAR|PW|117.10|52.1883|77.0750|125.0
11|SEMIPALATINSK|SP|116.50|50.3467|80.2517|232.0
36|UST-KAMENOGORSK|US|117.75|50.0333|82.5067|286.0
11|BAKU Nasosnaya|GU|116.50|40.6017|49.5617|-4.0
36|NAKHICHEVAN|TP|117.75|39.1917|45.4583|873.0
27|KARSHI|WF|117.30|38.8233|65.9200|416.0
05|KAKAYDY|TD|116.20|37.6233|67.5167|368.0
02|DUSHANBE|FN|116.05|38.5417|68.8133|785.0
31|TASHKENT Vostochny|IS|117.50|41.3150|69.3900|483.0
36|KHUDZHAND|HD|117.75|40.2133|69.7017|442.0
29|FERGANA|ZU|117.40|40.3567|71.7483|604.0
30|ANDIZHAN|AN|117.45|40.7250|72.2917|462.0
